date,country,product_type,revenue
2019-06-03,Brazil,Sensoric Cables,2866
2019-06-03,Zimbabwe,Monitoring Cameras,2986
2019-06-03,Zimbabwe,Fence,2247
2019-06-03,Germany,Sensoric Cables,2991
2019-06-03,Brazil,Sensoric Cables,2991
2019-06-03,Zimbabwe,Fence,2418
2019-06-03,Spain,Sensoric Cables,2864
2019-06-03,Spain,Fence,2608
2019-06-03,Germany,Monitoring Cameras,2694
2019-06-03,Zimbabwe,Fence,2550
2019-06-03,Spain,Monitoring Cameras,2398
2019-06-03,Brazil,Sensoric Cables,2090
2019-06-04,Zimbabwe,Monitoring Cameras,2017
2019-06-04,Zimbabwe,Fence,2322
2019-06-04,Brazil,Sensoric Cables,2778
2019-06-04,Sweden,Sensoric Cables,2832
2019-06-04,Zimbabwe,Fence,2259
2019-06-04,Germany,Fence,2320
2019-06-04,United States of America,Fence,2172
2019-06-05,Germany,Fence,2626
2019-06-05,Brazil,Monitoring Cameras,2207
2019-06-05,Zimbabwe,Monitoring Cameras,2439
2019-06-06,Zimbabwe,Fence,2123
2019-06-06,Spain,Fence,2095
2019-06-06,Brazil,Sensoric Cables,2555
2019-06-06,Sweden,Monitoring Cameras,2605
2019-06-06,Spain,Fence,2600
2019-06-06,United States of America,Monitoring Cameras,2772
2019-06-06,Brazil,Monitoring Cameras,2448
2019-06-06,Brazil,Monitoring Cameras,2622
2019-06-06,United States of America,Monitoring Cameras,2136
2019-06-07,Sweden,Sensoric Cables,2376
2019-06-07,United States of America,Monitoring Cameras,2294
2019-06-07,United States of America,Monitoring Cameras,2848
2019-06-07,Germany,Monitoring Cameras,2314
2019-06-07,Germany,Sensoric Cables,2404
2019-06-07,United States of America,Sensoric Cables,2864
2019-06-07,Spain,Fence,2380
2019-06-07,Spain,Monitoring Cameras,2926
2019-06-07,Brazil,Fence,2911
2019-06-07,United States of America,Fence,2681
2019-06-08,United States of America,Monitoring Cameras,2691
2019-06-08,Spain,Sensoric Cables,2054
2019-06-08,Germany,Monitoring Cameras,2930
2019-06-08,United States of America,Fence,2228
2019-06-08,Germany,Fence,2875
2019-06-08,United States of America,Fence,2207
2019-06-09,Zimbabwe,Fence,2502
2019-06-09,Germany,Monitoring Cameras,2404
2019-06-09,Germany,Monitoring Cameras,2910
2019-06-09,Germany,Monitoring Cameras,2452
2019-06-09,Spain,Fence,2902
2019-06-09,Brazil,Sensoric Cables,2964
2019-06-09,Brazil,Monitoring Cameras,2876
2019-06-09,Brazil,Sensoric Cables,2357
2019-06-09,Germany,Sensoric Cables,2639
2019-06-09,Zimbabwe,Sensoric Cables,2846
2019-06-10,Sweden,Sensoric Cables,2437
2019-06-10,United States of America,Monitoring Cameras,2871
2019-06-10,Germany,Monitoring Cameras,2632
2019-06-10,United States of America,Monitoring Cameras,2805
2019-06-10,United States of America,Fence,2017
2019-06-11,Zimbabwe,Fence,2315
2019-06-11,United States of America,Monitoring Cameras,2423
2019-06-11,Germany,Monitoring Cameras,2645
2019-06-12,Brazil,Fence,2001
2019-06-12,Brazil,Monitoring Cameras,2686
2019-06-12,Sweden,Sensoric Cables,2037
2019-06-12,Germany,Monitoring Cameras,2582
2019-06-12,Sweden,Monitoring Cameras,2532
2019-06-13,Germany,Fence,2780
2019-06-13,Sweden,Fence,2862
2019-06-13,Sweden,Sensoric Cables,2734
2019-06-13,Sweden,Fence,2806
2019-06-13,United States of America,Sensoric Cables,2973
2019-06-13,Sweden,Sensoric Cables,2154
2019-06-14,Brazil,Fence,2480
2019-06-14,Zimbabwe,Sensoric Cables,2526
2019-06-14,Germany,Fence,2847
2019-06-14,Germany,Fence,2830
2019-06-14,Zimbabwe,Monitoring Cameras,2692
2019-06-14,Zimbabwe,Monitoring Cameras,2579
2019-06-14,Brazil,Sensoric Cables,2912
2019-06-14,Brazil,Fence,2674
2019-06-14,Sweden,Fence,2055
2019-06-14,Sweden,Monitoring Cameras,2732
2019-06-15,Zimbabwe,Monitoring Cameras,2464
2019-06-15,Spain,Monitoring Cameras,2783
2019-06-15,Spain,Monitoring Cameras,2135
2019-06-15,Zimbabwe,Fence,2324
2019-06-16,Spain,Monitoring Cameras,2879
2019-06-16,Sweden,Sensoric Cables,2315
2019-06-16,Spain,Sensoric Cables,2911
2019-06-16,Spain,Sensoric Cables,2319
2019-06-16,Zimbabwe,Monitoring Cameras,2295
2019-06-16,Spain,Monitoring Cameras,2900
2019-06-16,Zimbabwe,Monitoring Cameras,2441
2019-06-17,United States of America,Sensoric Cables,2159
2019-06-17,Germany,Sensoric Cables,2333
2019-06-17,Sweden,Sensoric Cables,2902
2019-06-17,United States of America,Monitoring Cameras,2732
2019-06-17,Spain,Fence,2742
2019-06-17,Zimbabwe,Sensoric Cables,2738
2019-06-17,United States of America,Monitoring Cameras,2026
2019-06-18,Germany,Fence,2902
2019-06-18,United States of America,Sensoric Cables,2675
2019-06-18,Brazil,Fence,2907
2019-06-18,Brazil,Monitoring Cameras,2846
2019-06-18,United States of America,Fence,2093
2019-06-18,Sweden,Sensoric Cables,2973
2019-06-18,United States of America,Fence,2591
2019-06-18,Germany,Fence,2798
2019-06-18,Zimbabwe,Monitoring Cameras,2483
2019-06-18,United States of America,Monitoring Cameras,2418
2019-06-18,Zimbabwe,Fence,2031
2019-06-19,Sweden,Sensoric Cables,2920
2019-06-19,Brazil,Monitoring Cameras,2651
2019-06-19,Sweden,Sensoric Cables,2903
2019-06-19,Germany,Monitoring Cameras,2018
2019-06-20,Germany,Fence,2025
2019-06-20,Spain,Sensoric Cables,2559
2019-06-20,Zimbabwe,Fence,2441
2019-06-20,Zimbabwe,Fence,2009
2019-06-20,Spain,Fence,2081
2019-06-20,Germany,Sensoric Cables,2833
2019-06-20,Germany,Sensoric Cables,2153
2019-06-20,Zimbabwe,Fence,2201
2019-06-20,Spain,Fence,2053
2019-06-20,Brazil,Monitoring Cameras,2922
2019-06-20,Sweden,Monitoring Cameras,2015
2019-06-20,Germany,Fence,2732
2019-06-21,Spain,Fence,2432
2019-06-21,Sweden,Fence,2412
2019-06-21,Sweden,Fence,2257
2019-06-21,Sweden,Fence,2531
2019-06-21,Spain,Monitoring Cameras,2357
2019-06-21,Brazil,Fence,2266
2019-06-21,Germany,Sensoric Cables,2074
2019-06-21,Zimbabwe,Sensoric Cables,2037
2019-06-21,Brazil,Sensoric Cables,2098
2019-06-21,Sweden,Sensoric Cables,2541
2019-06-22,Zimbabwe,Monitoring Cameras,2681
2019-06-22,Zimbabwe,Sensoric Cables,2591
2019-06-22,Zimbabwe,Sensoric Cables,2859
2019-06-22,Germany,Sensoric Cables,2936
2019-06-22,Sweden,Fence,2146
2019-06-22,Germany,Sensoric Cables,2120
2019-06-22,Spain,Monitoring Cameras,2952
2019-06-22,United States of America,Sensoric Cables,2026
2019-06-23,Spain,Monitoring Cameras,2071
2019-06-23,Germany,Monitoring Cameras,2157
2019-06-23,Brazil,Monitoring Cameras,2175
2019-06-24,Germany,Fence,2853
2019-06-24,Spain,Fence,2388
2019-06-24,Zimbabwe,Fence,2683
2019-06-24,Zimbabwe,Sensoric Cables,2201
2019-06-24,Sweden,Fence,2104
2019-06-24,Germany,Monitoring Cameras,2887
2019-06-24,United States of America,Sensoric Cables,2892
2019-06-24,Zimbabwe,Fence,2783
2019-06-25,Zimbabwe,Monitoring Cameras,2364
2019-06-25,Germany,Sensoric Cables,2504
2019-06-25,Germany,Monitoring Cameras,2482
2019-06-25,Zimbabwe,Sensoric Cables,2397
2019-06-25,Zimbabwe,Fence,2183
2019-06-25,Brazil,Monitoring Cameras,2593
2019-06-25,United States of America,Fence,2837
2019-06-26,Sweden,Monitoring Cameras,2996
2019-06-26,Sweden,Sensoric Cables,2631
2019-06-26,Sweden,Sensoric Cables,2670
2019-06-26,Zimbabwe,Monitoring Cameras,2663
2019-06-27,Sweden,Fence,2463
2019-06-27,Germany,Sensoric Cables,2822
2019-06-27,Spain,Sensoric Cables,2400
2019-06-27,Brazil,Fence,2689
2019-06-27,Zimbabwe,Sensoric Cables,2164
2019-06-27,Germany,Sensoric Cables,2846
2019-06-27,United States of America,Monitoring Cameras,2631
2019-06-27,Sweden,Monitoring Cameras,2673
2019-06-27,Sweden,Sensoric Cables,2073
2019-06-27,Sweden,Monitoring Cameras,2869
2019-06-27,Spain,Fence,2020
2019-06-27,United States of America,Sensoric Cables,2959
2019-06-27,Spain,Sensoric Cables,2659
2019-06-28,Germany,Fence,2805
2019-06-28,Brazil,Sensoric Cables,2723
2019-06-28,Brazil,Monitoring Cameras,2277
2019-06-28,Sweden,Monitoring Cameras,2586
2019-06-28,Zimbabwe,Fence,2876
2019-06-28,United States of America,Fence,2482
2019-06-28,Zimbabwe,Sensoric Cables,2681
2019-06-28,Brazil,Fence,2325
2019-06-28,Brazil,Sensoric Cables,2169
2019-06-29,Brazil,Sensoric Cables,2502
2019-06-29,Brazil,Sensoric Cables,2030
2019-06-29,United States of America,Fence,2427
2019-06-29,Spain,Fence,2351
2019-06-30,Germany,Monitoring Cameras,2204
2019-06-30,Zimbabwe,Sensoric Cables,2396
2019-06-30,Sweden,Monitoring Cameras,2592
2019-06-30,Spain,Fence,2413
2019-06-30,Sweden,Fence,2841
2019-06-30,Brazil,Monitoring Cameras,2450
2019-07-01,Brazil,Fence,2597
2019-07-01,Zimbabwe,Sensoric Cables,2242
2019-07-01,Brazil,Monitoring Cameras,2593
2019-07-01,Spain,Monitoring Cameras,2758
2019-07-01,United States of America,Monitoring Cameras,2835
2019-07-01,Spain,Monitoring Cameras,2046
2019-07-01,Germany,Fence,2935
2019-07-01,United States of America,Monitoring Cameras,2148
2019-07-01,Germany,Fence,2834
2019-07-01,United States of America,Monitoring Cameras,2237
2019-07-02,Sweden,Sensoric Cables,2744
2019-07-02,Germany,Sensoric Cables,2695
2019-07-02,Spain,Fence,2868
2019-07-02,United States of America,Fence,2320
2019-07-03,Germany,Monitoring Cameras,2527
2019-07-03,United States of America,Fence,2449
2019-07-03,Germany,Fence,2825
2019-07-03,Zimbabwe,Monitoring Cameras,2022
2019-07-03,Brazil,Fence,2423
2019-07-03,United States of America,Fence,2076
2019-07-03,Sweden,Sensoric Cables,2566
2019-07-04,Brazil,Fence,2533
2019-07-04,Brazil,Monitoring Cameras,2320
2019-07-04,Sweden,Monitoring Cameras,2377
2019-07-04,United States of America,Monitoring Cameras,2665
2019-07-04,Germany,Sensoric Cables,2639
2019-07-04,United States of America,Sensoric Cables,2527
2019-07-04,United States of America,Sensoric Cables,2107
2019-07-05,United States of America,Monitoring Cameras,2329
2019-07-05,Spain,Fence,2642
2019-07-05,Sweden,Sensoric Cables,2244
2019-07-05,Brazil,Fence,2035
2019-07-05,United States of America,Fence,2041
2019-07-05,Germany,Monitoring Cameras,2482
2019-07-06,United States of America,Fence,2238
2019-07-06,Sweden,Sensoric Cables,2281
2019-07-06,Zimbabwe,Fence,2699
2019-07-06,Brazil,Fence,2687
2019-07-06,Sweden,Monitoring Cameras,2966
2019-07-06,Spain,Monitoring Cameras,2227
2019-07-06,Spain,Sensoric Cables,2165
2019-07-06,Germany,Fence,2202
2019-07-07,Zimbabwe,Fence,2255
2019-07-07,Sweden,Sensoric Cables,2537
2019-07-07,Spain,Fence,2131
2019-07-07,Zimbabwe,Monitoring Cameras,2716
2019-07-07,United States of America,Monitoring Cameras,2374
2019-07-07,Brazil,Fence,2103
2019-07-07,Zimbabwe,Fence,2158
2019-07-07,Zimbabwe,Fence,2974
2019-07-07,United States of America,Fence,2851
2019-07-07,Sweden,Fence,2978
2019-07-07,Germany,Sensoric Cables,2996
2019-07-07,Zimbabwe,Monitoring Cameras,2815
2019-07-07,Spain,Sensoric Cables,2952
2019-07-08,Sweden,Fence,2066
2019-07-08,Spain,Sensoric Cables,2503
2019-07-08,United States of America,Monitoring Cameras,2851
2019-07-08,Sweden,Monitoring Cameras,2798
2019-07-08,Sweden,Fence,2035
2019-07-08,Spain,Sensoric Cables,2334
2019-07-08,Germany,Monitoring Cameras,2625
2019-07-09,United States of America,Fence,2388
2019-07-09,Germany,Fence,2217
2019-07-09,Spain,Sensoric Cables,2363
2019-07-09,Sweden,Monitoring Cameras,2444
2019-07-09,United States of America,Fence,2507
2019-07-10,Germany,Fence,2898
2019-07-10,Brazil,Monitoring Cameras,2037
2019-07-10,United States of America,Sensoric Cables,2688
2019-07-10,Brazil,Fence,2336
2019-07-10,Zimbabwe,Monitoring Cameras,2946
2019-07-10,Germany,Monitoring Cameras,2209
2019-07-10,Germany,Fence,2819
2019-07-10,Sweden,Fence,2849
2019-07-10,Sweden,Fence,2344
2019-07-10,Zimbabwe,Fence,2235
2019-07-10,Sweden,Sensoric Cables,2252
2019-07-11,Brazil,Monitoring Cameras,2680
2019-07-11,Brazil,Fence,2301
2019-07-11,Germany,Monitoring Cameras,2807
2019-07-11,United States of America,Fence,2011
2019-07-11,Spain,Sensoric Cables,2259
2019-07-11,United States of America,Monitoring Cameras,2291
2019-07-11,Spain,Fence,2651
2019-07-11,Zimbabwe,Fence,2765
2019-07-12,Zimbabwe,Sensoric Cables,2252
2019-07-12,Zimbabwe,Fence,2019
2019-07-12,Brazil,Fence,2863
2019-07-12,Sweden,Monitoring Cameras,2679
2019-07-12,Spain,Fence,2877
2019-07-12,Zimbabwe,Monitoring Cameras,2088
2019-07-12,United States of America,Fence,2125
2019-07-12,Sweden,Monitoring Cameras,2631
2019-07-12,Germany,Sensoric Cables,2666
2019-07-12,Germany,Fence,2639
2019-07-13,United States of America,Monitoring Cameras,2834
2019-07-13,Sweden,Monitoring Cameras,2379
2019-07-13,Sweden,Fence,2273
2019-07-13,United States of America,Fence,2606
2019-07-14,Spain,Monitoring Cameras,2254
2019-07-14,Zimbabwe,Fence,2351
2019-07-14,United States of America,Fence,2940
2019-07-14,Spain,Fence,2287
2019-07-14,Zimbabwe,Monitoring Cameras,2389
2019-07-14,Brazil,Monitoring Cameras,2116
2019-07-14,Sweden,Monitoring Cameras,2814
2019-07-15,Germany,Monitoring Cameras,2084
2019-07-15,Sweden,Monitoring Cameras,2401
2019-07-15,United States of America,Sensoric Cables,2686
2019-07-15,Brazil,Sensoric Cables,2266
2019-07-15,Zimbabwe,Fence,2387
2019-07-16,Germany,Monitoring Cameras,2937
2019-07-16,Sweden,Sensoric Cables,2980
2019-07-16,Germany,Sensoric Cables,2728
2019-07-16,Germany,Monitoring Cameras,2642
2019-07-17,United States of America,Fence,2552
2019-07-17,Brazil,Sensoric Cables,2175
2019-07-17,Brazil,Sensoric Cables,2987
2019-07-17,Zimbabwe,Monitoring Cameras,2066
2019-07-17,United States of America,Monitoring Cameras,2454
2019-07-18,United States of America,Monitoring Cameras,2159
2019-07-18,Brazil,Fence,2236
2019-07-18,Zimbabwe,Sensoric Cables,2826
2019-07-18,Sweden,Sensoric Cables,2047
2019-07-18,Spain,Monitoring Cameras,2448
2019-07-18,Brazil,Fence,2730
2019-07-18,Spain,Fence,2692
2019-07-18,Brazil,Fence,2924
2019-07-18,Zimbabwe,Monitoring Cameras,2134
2019-07-18,Sweden,Monitoring Cameras,2302
2019-07-19,Germany,Fence,2846
2019-07-19,Brazil,Monitoring Cameras,2052
2019-07-19,Zimbabwe,Monitoring Cameras,2198
2019-07-19,Brazil,Monitoring Cameras,2779
2019-07-19,Brazil,Monitoring Cameras,2877
2019-07-19,Germany,Sensoric Cables,2023
2019-07-20,United States of America,Fence,2911
2019-07-20,United States of America,Monitoring Cameras,2300
2019-07-20,Germany,Monitoring Cameras,2681
2019-07-20,Spain,Sensoric Cables,2219
2019-07-20,Germany,Fence,2936
2019-07-21,Brazil,Fence,2953
2019-07-21,Germany,Fence,2085
2019-07-21,Zimbabwe,Fence,2810
2019-07-21,Germany,Fence,2551
2019-07-22,United States of America,Monitoring Cameras,2316
2019-07-22,United States of America,Monitoring Cameras,2220
2019-07-22,Sweden,Monitoring Cameras,2264
2019-07-22,Spain,Fence,2220
2019-07-22,Zimbabwe,Sensoric Cables,2888
2019-07-22,Germany,Sensoric Cables,2404
2019-07-22,Germany,Monitoring Cameras,2383
2019-07-23,Sweden,Fence,2624
2019-07-23,Zimbabwe,Monitoring Cameras,2895
2019-07-23,Brazil,Sensoric Cables,2173
2019-07-23,Sweden,Sensoric Cables,2132
2019-07-23,Brazil,Fence,2115
2019-07-23,Zimbabwe,Fence,2975
2019-07-24,Brazil,Fence,2001
2019-07-24,Spain,Monitoring Cameras,2425
2019-07-24,Brazil,Fence,2862
2019-07-24,Zimbabwe,Fence,2872
2019-07-24,Sweden,Sensoric Cables,2261
2019-07-24,Spain,Sensoric Cables,2940
2019-07-24,Brazil,Monitoring Cameras,2339
2019-07-24,Brazil,Fence,2155
2019-07-24,Sweden,Fence,2462
2019-07-25,Zimbabwe,Monitoring Cameras,2284
2019-07-25,Spain,Monitoring Cameras,2951
2019-07-25,Spain,Monitoring Cameras,2829
2019-07-25,Spain,Sensoric Cables,2069
2019-07-26,Spain,Sensoric Cables,2543
2019-07-26,United States of America,Sensoric Cables,2177
2019-07-26,Brazil,Sensoric Cables,2701
2019-07-26,Sweden,Sensoric Cables,2855
2019-07-26,Spain,Fence,2418
2019-07-26,Sweden,Fence,2605
2019-07-26,Spain,Sensoric Cables,2103
2019-07-26,Germany,Sensoric Cables,2878
2019-07-26,United States of America,Fence,2217
2019-07-26,Germany,Monitoring Cameras,2535
2019-07-27,Germany,Sensoric Cables,2526
2019-07-27,Zimbabwe,Sensoric Cables,2641
2019-07-27,Germany,Monitoring Cameras,2555
2019-07-27,Zimbabwe,Fence,2771
2019-07-27,Brazil,Monitoring Cameras,2861
2019-07-27,Brazil,Monitoring Cameras,2417
2019-07-27,Zimbabwe,Sensoric Cables,2627
2019-07-27,Brazil,Sensoric Cables,2107
2019-07-27,Spain,Sensoric Cables,2073
2019-07-27,Spain,Sensoric Cables,2056
2019-07-27,Spain,Monitoring Cameras,3088
2019-07-28,Sweden,Sensoric Cables,3210
2019-07-28,Zimbabwe,Sensoric Cables,3666
2019-07-28,Brazil,Fence,3251
2019-07-28,Spain,Sensoric Cables,3059
2019-07-28,Zimbabwe,Monitoring Cameras,3772
2019-07-28,Brazil,Monitoring Cameras,3618
2019-07-28,Brazil,Fence,3202
2019-07-29,Zimbabwe,Monitoring Cameras,3186
2019-07-29,Sweden,Fence,3991
2019-07-29,United States of America,Sensoric Cables,3078
2019-07-29,Spain,Monitoring Cameras,3136
2019-07-30,Sweden,Sensoric Cables,3787
2019-07-30,Germany,Sensoric Cables,3329
2019-07-30,Sweden,Sensoric Cables,3093
2019-07-30,Sweden,Fence,3514
2019-07-30,Zimbabwe,Monitoring Cameras,3661
2019-07-30,Brazil,Sensoric Cables,3774
2019-07-30,Brazil,Sensoric Cables,3906
2019-07-30,Brazil,Monitoring Cameras,3048
2019-07-31,Germany,Sensoric Cables,3624
2019-07-31,Germany,Monitoring Cameras,3165
2019-07-31,Zimbabwe,Monitoring Cameras,3710
2019-07-31,Spain,Monitoring Cameras,3230
2019-07-31,Zimbabwe,Monitoring Cameras,3675
2019-07-31,Germany,Sensoric Cables,3718
2019-08-01,Brazil,Monitoring Cameras,3787
2019-08-01,Germany,Sensoric Cables,3341
2019-08-01,Sweden,Sensoric Cables,3271
2019-08-01,United States of America,Monitoring Cameras,3901
2019-08-02,United States of America,Monitoring Cameras,3692
2019-08-02,Spain,Monitoring Cameras,3975
2019-08-02,United States of America,Monitoring Cameras,3232
2019-08-02,Zimbabwe,Fence,3198
2019-08-02,Brazil,Fence,3568
2019-08-02,United States of America,Fence,3484
2019-08-02,Brazil,Sensoric Cables,3761
2019-08-02,Germany,Monitoring Cameras,3085
2019-08-02,Sweden,Fence,3434
2019-08-02,Spain,Monitoring Cameras,3787
2019-08-02,United States of America,Sensoric Cables,3797
2019-08-02,United States of America,Fence,3819
2019-08-02,Brazil,Monitoring Cameras,3433
2019-08-03,Zimbabwe,Sensoric Cables,3680
2019-08-03,Spain,Monitoring Cameras,3179
2019-08-03,Germany,Sensoric Cables,3451
2019-08-03,United States of America,Sensoric Cables,3438
2019-08-03,Sweden,Monitoring Cameras,3482
2019-08-03,United States of America,Sensoric Cables,3224
2019-08-03,Spain,Monitoring Cameras,3389
2019-08-04,United States of America,Monitoring Cameras,3306
2019-08-04,Zimbabwe,Sensoric Cables,3274
2019-08-04,Sweden,Monitoring Cameras,3648
2019-08-04,Zimbabwe,Sensoric Cables,3505
2019-08-05,United States of America,Sensoric Cables,3721
2019-08-05,United States of America,Fence,3057
2019-08-05,Sweden,Fence,3657
2019-08-05,United States of America,Fence,3735
2019-08-05,Sweden,Monitoring Cameras,3860
2019-08-05,Brazil,Fence,3414
2019-08-05,Sweden,Fence,3285
2019-08-05,Germany,Monitoring Cameras,3495
2019-08-05,Brazil,Fence,3860
2019-08-05,Zimbabwe,Sensoric Cables,3660
2019-08-06,Spain,Fence,3591
2019-08-06,Zimbabwe,Monitoring Cameras,3233
2019-08-06,Brazil,Fence,3896
2019-08-06,Spain,Sensoric Cables,3278
2019-08-06,Spain,Sensoric Cables,3181
2019-08-07,Sweden,Fence,3417
2019-08-07,Brazil,Sensoric Cables,3512
2019-08-07,United States of America,Fence,3720
2019-08-07,Sweden,Fence,3686
2019-08-07,Zimbabwe,Fence,3000
2019-08-07,Brazil,Fence,3045
2019-08-07,Germany,Fence,3729
2019-08-07,Zimbabwe,Monitoring Cameras,3454
2019-08-07,United States of America,Monitoring Cameras,3800
2019-08-07,United States of America,Sensoric Cables,3937
2019-08-08,Spain,Monitoring Cameras,3173
2019-08-08,Sweden,Sensoric Cables,3132
2019-08-08,Brazil,Sensoric Cables,3046
2019-08-08,United States of America,Monitoring Cameras,3273
2019-08-08,Germany,Monitoring Cameras,3684
2019-08-08,Zimbabwe,Sensoric Cables,3151
2019-08-09,Spain,Sensoric Cables,3016
2019-08-09,United States of America,Monitoring Cameras,3792
2019-08-09,Germany,Sensoric Cables,3171
2019-08-09,Sweden,Fence,3572
2019-08-09,Zimbabwe,Monitoring Cameras,3977
2019-08-09,Zimbabwe,Fence,3918
2019-08-09,Spain,Fence,3656
2019-08-10,Spain,Fence,3784
2019-08-10,Sweden,Sensoric Cables,3608
2019-08-10,Sweden,Monitoring Cameras,3990
2019-08-10,Zimbabwe,Monitoring Cameras,3121
2019-08-10,Spain,Fence,3399
2019-08-10,United States of America,Fence,3873
2019-08-11,United States of America,Monitoring Cameras,3202
2019-08-11,Sweden,Monitoring Cameras,3150
2019-08-11,Spain,Monitoring Cameras,3423
2019-08-11,Zimbabwe,Sensoric Cables,3368
2019-08-11,Spain,Sensoric Cables,3362
2019-08-11,Sweden,Sensoric Cables,3679
2019-08-11,Germany,Monitoring Cameras,3448
2019-08-11,Brazil,Monitoring Cameras,3848
2019-08-11,Germany,Monitoring Cameras,3406
2019-08-11,United States of America,Sensoric Cables,3798
2019-08-12,United States of America,Fence,3323
2019-08-12,Germany,Monitoring Cameras,3860
2019-08-12,Brazil,Monitoring Cameras,3858
2019-08-12,United States of America,Fence,3185
2019-08-12,Spain,Fence,3115
2019-08-12,United States of America,Sensoric Cables,3355
2019-08-12,Sweden,Fence,3795
2019-08-12,Brazil,Fence,3372
2019-08-12,Sweden,Fence,3984
2019-08-12,Zimbabwe,Sensoric Cables,3184
2019-08-12,Germany,Fence,3840
2019-08-12,Germany,Monitoring Cameras,3103
